x, y
-89.62886597938144, 0.21013133208255158
-86.84536082474227, 0.23827392120075047
-84.43298969072166, 0.2682926829268293
-81.83505154639175, 0.29831144465290804
-78.8659793814433, 0.3302063789868668
-75.71134020618557, 0.36397748592870544
-72.74226804123711, 0.3977485928705441
-69.95876288659794, 0.43151969981238275
-67.36082474226804, 0.46153846153846156
-64.76288659793815, 0.49530956848030017
-61.79381443298969, 0.5272045028142589
-59.381443298969074, 0.5572232645403377
-56.597938144329895, 0.5909943714821764
-53.44329896907217, 0.6360225140712945
-50.65979381443299, 0.6716697936210131
-47.50515463917526, 0.7073170731707317
-44.90721649484536, 0.7410881801125704
-42.49484536082474, 0.7673545966228893
-39.896907216494846, 0.7954971857410882
-37.113402061855666, 0.8161350844277674
-34.70103092783505, 0.8424015009380863
-32.47422680412371, 0.8630393996247655
-29.876288659793815, 0.8836772983114447
-26.907216494845358, 0.9061913696060038
-23.9381443298969, 0.9230769230769231
-20.969072164948457, 0.9437148217636022
-17.628865979381445, 0.9606003752345216
-14.288659793814432, 0.9718574108818011
-10.206185567010309, 0.9868667917448405
-5.75257731958763, 0.9943714821763602
-2.412371134020617, 0.99812382739212
0.3711340206185554, 0.9962476547842402
4.453608247422679, 0.9943714821763602
7.608247422680421, 0.9906191369606003
11.319587628865989, 0.9793621013133208
15.030927835051557, 0.9681050656660413
17.628865979381445, 0.9530956848030019
20.226804123711347, 0.9399624765478424
23.01030927835052, 0.926829268292683
25.60824742268042, 0.9080675422138836
28.020618556701038, 0.8911819887429644
30.24742268041237, 0.8761726078799249
32.28865979381443, 0.8574108818011257
34.329896907216494, 0.8405253283302063
36.927835051546396, 0.8180112570356473
38.78350515463919, 0.799249530956848
40.63917525773195, 0.7786116322701688
42.49484536082474, 0.7598499061913696
44.16494845360825, 0.7392120075046904
46.02061855670104, 0.7204502814258912
47.690721649484544, 0.701688555347092
49.36082474226805, 0.6772983114446529
51.4020618556701, 0.6566604127579737
53.443298969072174, 0.6322701688555347
55.298969072164965, 0.6060037523452158
56.96907216494847, 0.5834896810506567
58.824742268041234, 0.5647279549718575
60.309278350515456, 0.5403377110694184
61.97938144329896, 0.5215759849906192
63.46391752577321, 0.49906191369606
65.31958762886597, 0.47842401500938087
66.80412371134022, 0.46153846153846156
68.47422680412373, 0.44090056285178236
69.77319587628867, 0.42401500938086306
71.62886597938146, 0.4052532833020638
72.9278350515464, 0.3921200750469043
74.22680412371133, 0.37335834896810505
76.08247422680412, 0.3527204502814259
77.75257731958763, 0.33771106941838647
79.0515463917526, 0.3227016885553471
80.53608247422682, 0.3076923076923077
81.83505154639175, 0.29080675422138835
83.31958762886597, 0.27392120075046905
84.80412371134022, 0.2607879924953096
86.28865979381445, 0.24202626641651032
87.95876288659795, 0.2270168855534709
89.44329896907217, 0.21200750469043153
-77.19587628865979, 0.3452157598499062
-80.35051546391753, 0.3151969981238274
-82.76288659793815, 0.2851782363977486
-85.91752577319588, 0.25328330206378985
-88.51546391752578, 0.225140712945591
-74.04123711340206, 0.3808630393996248
-71.44329896907216, 0.4146341463414634
-68.65979381443299, 0.4446529080675422
-65.87628865979381, 0.47842401500938087
-63.27835051546391, 0.5121951219512195
-60.68041237113402, 0.5422138836772983
-58.2680412371134, 0.575984990619137
-55.298969072164944, 0.6116322701688556
-54.371134020618555, 0.6210131332082551
-52.144329896907216, 0.6529080675422139
-49.54639175257732, 0.6829268292682927
-48.43298969072165, 0.6960600375234521
-46.20618556701031, 0.726078799249531
-43.79381443298969, 0.7523452157598499
-41.19587628865979, 0.776735459662289